strategy,avg_return,median_return,std_return,win_rate,avg_days,sharpe
RL Agent,0.25860991378619047,2.100274405518676,9.582009680480933,60.32608695652174,22.457608695652173,0.026989110052037694
Fixed 5%,-0.3381639300904901,3.694743739337624,11.243637519066604,55.65217391304348,13.576086956521738,-0.030076025620449115
Stop Loss -2%,-0.37379540688482105,-2.7165175239690877,9.872818504481106,26.73913043478261,9.81304347826087,-0.03786106335441714
Trailing 3%,-0.12274656632026903,-1.59908298965293,7.941005749261867,36.52173913043478,7.309782608695652,-0.015457307323027511
RSI Exit >70,-0.8752317570195314,-1.020653165397375,13.217427155413707,46.19565217391305,17.58695652173913,-0.06621801253211722
